Sheet,Category,Segment,Description,Data Dictionary Naming
Consumer,Purchase History,Purchases - Home/Garden,"A purchase of Home & Garden products has occurred within the last 12 months. Sources: Self-reported surveys, Registrations and Buying Activity.",PURCHASE_HOME_GARDEN
Consumer,Purchase History,Purchases - Hunting,"A purchase of Hunting products has occurred within the last 12 months. Sources: Self-reported surveys, Registrations and Buying Activity.",PURCHASE_HUNTING
Consumer,Purchase History,Purchases - Jewelry,"A purchase of Jewelry has occurred within the last 12 months. Sources: Self-reported surveys, Registrations and Buying Activity.",PURCHASE_JEWELRY
Consumer,Purchase History,Purchases - Luggage,"A purchase of Luggage has occurred within the last 12 months. Sources: Self-reported surveys, Registrations and Buying Activity.",PURCHASE_LUGGAGE
Consumer,Purchase History,Purchases - Magazines,"A purchase of Magazines has occurred within the last 12 months. Sources: Self-reported surveys, Registrations and Buying Activity.",PURCHASE_MAGAZINE
Consumer,Purchase History,"Purchases - Magazines, Cooking","A purchase of Cooking Magazines has occurred within the last 12 months. Sources: Self-reported surveys, Registrations and Buying Activity.",PURCHASE_MAG_COOKING
Consumer,Purchase History,"Purchases - Magazines, Do It Yourself","A purchase of Do It Yourself Magazines has occurred within the last 12 months. Sources: Self-reported surveys, Registrations and Buying Activity.",PURCHASE_MAG_DIY
Consumer,Purchase History,"Purchases - Magazines, Family","A purchase of Family Magazines has occurred within the last 12 months. Sources: Self-reported surveys, Registrations and Buying Activity.",PURCHASE_MAG_FAMILY
Consumer,Purchase History,"Purchases - Magazines, Female-Oriented","A purchase of Male-Oriented Magazines has occurred within the last 12 months. Sources: Self-reported surveys, Registrations and Buying Activity.",PURCHASE_MAG_FEMALE
Consumer,Purchase History,"Purchases - Magazines, Financial","A purchase of Financial Magazines has occurred within the last 12 months. Sources: Self-reported surveys, Registrations and Buying Activity.",PURCHASE_MAG_FINANCIAL
Consumer,Purchase History,"Purchases - Magazines, Gardening","A purchase of Gardening Magazines has occurred within the last 12 months. Sources: Self-reported surveys, Registrations and Buying Activity.",PURCHASE_MAG_GARDEN
Consumer,Purchase History,"Purchases - Magazines, Health","A purchase of Health Magazines has occurred within the last 12 months. Sources: Self-reported surveys, Registrations and Buying Activity.",PURCHASE_MAG_HEALTH
Consumer,Purchase History,"Purchases - Magazines, Male-Oriented","A purchase of Male-Oriented Magazines has occurred within the last 12 months. Sources: Self-reported surveys, Registrations and Buying Activity.",PURCHASE_MAG_MALE
Consumer,Purchase History,"Purchases - Magazines, Money","A purchase of Money Magazines has occurred within the last 12 months. Sources: Self-reported surveys, Registrations and Buying Activity.",PURCHASE_MAG_MONEY
Consumer,Purchase History,"Purchases - Magazines, Photography","A purchase of Photography Magazines has occurred within the last 12 months. Sources: Self-reported surveys, Registrations and Buying Activity.",PURCHASE_MAG_PHOTOG
Consumer,Purchase History,Purchases - Male-Oriented Products/Services,"A purchase of Male-Oriented products/services has occurred within the last 12 months. Sources: Self-reported surveys, Registrations and Buying Activity.",PURCHASE_MALE
Consumer,Purchase History,Purchases - Military Memorabilia/Weaponry,"A purchase of Military Memorabilia/Weaponry products has occurred within the last 12 months. Sources: Self-reported surveys, Registrations and Buying Activity.",PURCHASE_MILITARY_WEAPON
Consumer,Purchase History,Purchases - Musical Instruments,"A purchase of Musical Instruments products has occurred within the last 12 months. Sources: Self-reported surveys, Registrations and Buying Activity.",PURCHASE_MUSIC_INSTRUMENT
Consumer,Purchase History,Purchases - Pets,"A purchase of Pets products has occurred within the last 12 months. Sources: Self-reported surveys, Registrations and Buying Activity.",PURCHASE_PETS
Consumer,Purchase History,Purchases - Photography/Video Equipment,"A purchase of Photography/Video Equipment products has occurred within the last 12 months. Sources: Self-reported surveys, Registrations and Buying Activity.",PURCHASE_PHOTOGRAPHY
Consumer,Purchase History,Purchases - Travel,"A purchase of Travel products/services has occurred within the last 12 months. Sources: Self-reported surveys, Registrations and Buying Activity.",PURCHASE_TRAVEL
Consumer,Purchase History,Purchases - Upscale Products/Services,"A purchase of Upscale products/services has occurred within the last 12 months. Sources: Self-reported surveys, Registrations and Buying Activity.",PURCHASE_UPSCALE
Consumer,Financial,Affluent Consumers,"Individuals with a Household Income of $150M+ and/or a Net Worth of $500M+. Sources: Self-reported or Estimated based on demographics including age, survey data, public data, and registrations.",INCOME_AFFLUENT
Consumer,Financial,Credit Cards - American Express Gold/Premium,"Individuals who use a ""Gold/Premium"" American Express credit card. Sources: Self-reported surveys, Registrations and Buying Activity.",CREDITCARD_AMEX_GOLD
Consumer,Financial,Credit Cards - American Express Regular,"Individuals who use a ""Regular"" American Express credit card. Sources: Self-reported surveys, Registrations and Buying Activity.",CREDITCARD_AMEX_REG
Consumer,Financial,Credit Cards - Discover Gold/Premium,"Individuals who use a ""Gold/Premium"" Discover credit card. Sources: Self-reported surveys, Registrations and Buying Activity.",CREDITCARD_DISCOVER_GOLD
Consumer,Financial,Credit Cards - Discover Regular,"Individuals who use a ""Regular"" Discover credit card. Sources: Self-reported surveys, Registrations and Buying Activity.",CREDITCARD_DISCOVER_REG
Consumer,Financial,Credit Cards - MasterCard Gold/Premium,"Individuals who use a ""Gold/Premium"" MasterCard credit card. Sources: Self-reported surveys, Registrations and Buying Activity.",CREDITCARD_MASTERCARD_GOLD
Consumer,Financial,Credit Cards - MasterCard Regular,"Individuals who use a ""Regular"" MasterCard credit card. Sources: Self-reported surveys, Registrations and Buying Activity.",CREDITCARD_MASTERCARD_REG
Consumer,Financial,Credit Cards - Premium,"Individuals who use a ""Premium"" credit card. Sources: Self-reported surveys, Registrations and Buying Activity.",CREDITCARD_PREMIUM
Consumer,Financial,Credit Cards - Retail/Gas Premium,"Individuals who use a ""Premium"" Retail or Gasoline credit card. Sources: Self-reported surveys, Registrations and Buying Activity.",CREDITCARD_RETAIL_GAS_PREM
Consumer,Financial,Credit Cards - Retail/Gas Regular,"Individuals who use a ""Regular"" Retail or Gasoline credit card. Sources: Self-reported surveys, Registrations and Buying Activity.",CREDITCARD_RETAIL_GAS_REG
Consumer,Financial,Credit Cards - Travel/Entertainment,"Individuals who use a ""Travel & Entertainment"" credit card. Sources: Self-reported surveys, Registrations and Buying Activity.",CREDITCARD_TRAV_ENTERTAIN
Consumer,Financial,Credit Cards - Upscale Department Store,"Sources: Self-reported surveys, Registrations and Buying Activity. Individuals who use one or more Upscale Department Store credit cards.",CREDITCARD_UPSCALE_DEPARTMENTSTORE
Consumer,Financial,Credit Cards - Visa Gold/Premium,"Individuals who use a ""Gold/Premium"" Visa credit card. Sources: Self-reported surveys, Registrations and Buying Activity.",CREDITCARD_VISA_GOLD
Consumer,Financial,Credit Cards - Visa Regular,"Individuals who use a ""Regular"" Visa credit card. Sources: Self-reported surveys, Registrations and Buying Activity.",CREDITCARD_VISA_REG
Consumer,Financial,"Credit Range - $1,000 - $5,000","The range of new credit range of $1,000 - $5,000 granted for an individual. Sources: Self-reported surveys, Registrations and Buying Activity.",CREDRANGE_1K_5K
Consumer,Financial,"Credit Range - $10,000+","The range of new credit range of $10,000+ granted for an individual. Sources: Self-reported surveys, Registrations and Buying Activity.",CREDRANGE_10K_PLUS
Consumer,Financial,"Credit Range - $5,000 - $10,000","The range of new credit range of $5,000 - $10,000 granted for an individual. Sources: Self-reported surveys, Registrations and Buying Activity.",CREDRANGE_5K_10K
Consumer,Financial,Credit Rating <500,Individuals with a Credit Rating less than 500.,CREDITRAT_LESS_500
Consumer,Financial,Credit Rating >800,Individuals with a Credit Rating greater than 800.,CREDITRAT_800_UP
Consumer,Financial,Credit Rating 500 - 599,Individuals with a Credit Rating between 500 and 599.,CREDITRAT_500_599
Consumer,Financial,Credit Rating 600 - 699,Individuals with a Credit Rating between 600 and 699.,CREDITRAT_600_699
Consumer,Financial,Credit Rating 700 - 799,Individuals with a Credit Rating between 700 and 799.,CREDITRAT_700_799
Consumer,Financial,Home Amenities - Pool,"Individuals with a home where there is a Pool present. Sources: Public record data, survey data, buying activity.",HOME_AMENITIES_POOL
Consumer,Financial,Home Heating Type - Electric,"Individuals who live in a home that has Electric Heat. Sources: Public record data, survey data, buying activity.",HOMEHEAT_ELECTRIC
Consumer,Financial,Home Heating Type - Gas,"Individuals who live in a home that has Gas Heat. Sources: Public record data, survey data, buying activity.",HOMEHEAT_GAS
Consumer,Financial,Home Heating Type - Oil,"Individuals who live in a home that has Oil Heat. Sources: Public record data, survey data, buying activity.",HOMEHEAT_OIL
Consumer,Financial,Home Owners,"Individuals who are Home Owners. Sources: Survey data, public data, warranty registrations, magazine subscriptions and buying activity.",HOMEOWNER
Consumer,Financial,"Home Value $100,000-$199,999","Individuals with a Home Value between $100,000 and $199,999. Sources: Affluence measurements including tax rates, cost of living , household composition, etc.",HOMEVAL_100K_200K
Consumer,Financial,"Home Value $200,000-$299,999","Individuals with a Home Value between $200,000 and $299,999. Sources: Affluence measurements including tax rates, cost of living , household composition, etc.",HOMEVAL_200_300K
Consumer,Financial,"Home Value $300,000-$399,999","Individuals with a Home Value between $300,000 and $399,999. Sources: Affluence measurements including tax rates, cost of living , household composition, etc.",HOMEVAL_300K_400K
Consumer,Financial,"Home Value $400,000-$499,999","Individuals with a Home Value between $400,000 and $499,999. Sources: Affluence measurements including tax rates, cost of living , household composition, etc.",HOMEVAL_400K_500K
Consumer,Financial,"Home Value $500,000-$749,999","Individuals with a Home Value between $500,000 and $749,999. Sources: Affluence measurements including tax rates, cost of living , household composition, etc.",HOMEVAL_500K_750K
Consumer,Financial,"Home Value $750,000-$999,999","Individuals with a Home Value between $750,000 and $999,999. Sources: Affluence measurements including tax rates, cost of living , household composition, etc.",HOMEVAL_750K_999K
Consumer,Financial,"Home Value <$100,000","Individuals with a Home Value less than $100,000. Sources: Affluence measurements including tax rates, cost of living , household composition, etc.",HOMEVAL_LESS_100K
Consumer,Financial,"Home Value >$1,000,000","Individuals with a Home Value greater than $1,000,000. Sources: Affluence measurements including tax rates, cost of living , household composition, etc.",HOMEVAL_1MIL_UP
Consumer,Financial,"Household Income $100,000-$149,999","Individuals with a Household Income between $100,000 and $149,999. Sources: Self-reported or Estimated based on demographics including age, survey data, public data, and registrations.",INCOME_100K_149K
Consumer,Financial,"Household Income $150,000-$199,999","Individuals with a Household Income between $150,000 and $199,999. Sources: Self-reported or Estimated based on demographics including age, survey data, public data, and registrations.",INCOME_150K_199K
Consumer,Financial,"Household Income $200,000-$249,999","Individuals with a Household Income between $200,000 and $249,999. Sources: Self-reported or Estimated based on demographics including age, survey data, public data, and registrations.",INCOME_200K_249K
Consumer,Financial,"Household Income $75,000-$99,999","Individuals with a Household Income between $75,000 and $99,999. Sources: Self-reported or Estimated based on demographics including age, survey data, public data, and registrations.",INCOME_75K_99K
